College,Branch,Category,Merit No,Percentile,City
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,LSCO,117155,52.5184688,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,DEFOPENS,124068,48.6637821,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,DEFOBCS,143562,35.3791065,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,TFWS,75925,72.7750912,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,EWS,165791,16.3513698,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GOPENH,103530,60.1504384,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GSCH,159416,22.4081803,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GNT2H,123940,48.6637821,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GNT3H,131652,43.8452614,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GOBCH,112553,55.1151268,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,LOPENH,94115,64.9513096,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,LSCH,126883,46.5102928,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,LOBCH,101498,60.596742,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GSEBCH,118143,52.0861037,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GOPENO,80443,70.6178643,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GSCO,93737,65.0377535,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GOBCO,83179,69.7604398,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GSEBCO,89907,66.4751458,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,LOPENO,44854,84.5942451,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,LSCO,139205,38.8659877,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,GNT2O,140921,37.6014199,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,TFWS,83850,69.275473,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Artificial Intelligence (AI) and Data Science,EWS,175661,5.6508269,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Mechanical Engineering,GOPENH,134985,41.8427081,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Mechanical Engineering,GOBCH,175830,5.4801079,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Mechanical Engineering,LOPENH,98943,62.7875345,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Mechanical Engineering,GOPENO,162812,19.3655345,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Mechanical Engineering,GOPENO,161751,20.9331029,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Mechanical Engineering,GOBCO,164224,18.4142776,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,GOPENH,132917,42.8773305,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,GSCH,171873,10.2692323,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,GNT2H,146270,33.5585964,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,GOBCH,148465,31.6234334,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,LOPENH,152917,28.0884374,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,LSCH,158685,23.9454765,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,LOBCH,160122,22.0578726,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,GOPENO,140106,38.4109612,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,GOBCO,155044,26.1271353,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,GSEBCO,157943,24.0471793,Ahmednagar
"Vishwabharati Academy's College of Engineering, Ahmednagar",Electronics and Computer Engineering,LOPENO,165113,17.3380806,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,GOPENH,151219,29.3071786,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,GSCH,154557,27.1532908,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,GOBCH,163331,19.1157452,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,LOPENH,146900,32.8923205,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,GOPENO,145880,34.1954023,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,GOBCO,168037,14.1948203,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,GNT3O,146685,33.099972,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,DEFOPENS,151046,29.6395567,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,TFWS,119429,51.2170385,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GOPENH,111953,55.2318816,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GSCH,165083,17.3380806,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GVJH,129845,44.8929536,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GNT1H,158945,22.5662265,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GNT2H,129615,45.3423263,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GNT3H,114270,54.0859766,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GOBCH,123748,48.777949,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GSEBCH,136628,40.2848342,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LOPENH,110582,56.846611,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LSCH,178804,1.2241469,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LSTH,177072,3.8658496,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LVJH,102446,60.2951569,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LNT2H,122647,49.6193645,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LNT3H,113295,54.3920183,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LOBCH,120920,50.6340761,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LSEBCH,141817,36.6611018,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,PWDOPENH,179443,0.2624457,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GSEBCH,156186,25.5936912,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GOPENO,119326,51.2170385,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GSCO,132579,43.1231034,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GVJO,145562,34.2191386,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GNT1O,129627,45.3423263,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GNT2O,150788,30.3265615,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GNT3O,139032,38.8659877,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GOBCO,148033,32.0977394,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GSEBCO,151639,29.1560732,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LOPENO,160203,22.0578726,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LOBCO,169015,13.5903735,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,GNT2O,133059,42.8773305,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,LSCO,170529,11.7157385,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,DEFOPENS,170168,11.9971742,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,TFWS,94462,64.6500162,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,DEFROBCS,179281,0.505173,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,EWS,173289,8.4810177,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GOPENH,123855,48.6637821,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GSCH,167705,14.7377685,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GVJH,164000,18.5574725,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GNT2H,132676,43.1231034,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GNT3H,127789,46.3657898,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GOBCH,136086,40.7306838,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,LOPENH,114068,54.1800379,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,LSCH,131704,43.8452614,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,LOBCH,134579,42.1597155,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GOPENO,128875,45.521922,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GSCO,169765,12.6044134,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GOBCO,151225,29.3071786,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GSEBCO,144651,34.805294,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,LOPENO,134002,42.2207447,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,GNT1O,162369,19.5522021,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,LNT2O,135557,41.0394031,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,TFWS,95404,63.5370419,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Information Technology,EWS,174783,6.5004331,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,GOPENH,150940,29.6395567,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,GSCH,178702,1.4448099,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,GNT2H,175427,6.0443251,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,GOBCH,162370,19.5522021,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,LOPENH,174290,7.3207233,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,LNT2H,178633,1.5490684,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,LNT3H,178911,1.1127111,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,GOPENO,133881,42.2216419,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,GVJO,154262,27.4155342,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,GOBCO,173488,8.059443,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,LOPENO,174150,7.5978015,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,LOBCO,176764,4.0661895,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,TFWS,56888,80.2743712,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,GOPENH,128041,46.3188381,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,GSCH,169965,12.5620266,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,GNT2H,142365,36.6283954,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,GNT3H,128276,46.2784017,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,GOBCH,139949,38.5392182,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,LOPENH,116568,52.9935209,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,LVJH,143651,35.3791065,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,GOPENO,146646,33.099972,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,GNT2O,161086,21.3531102,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,GOBCO,154543,27.4048925,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,LOPENO,110585,56.846611,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,GSCO,173988,7.7921536,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electronics and Telecommunication Engg,TFWS,108148,57.3310702,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,GOPENH,141931,36.6611018,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,GSCH,176156,4.9568966,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,GVJH,159313,22.5020163,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,GOBCH,171489,10.8656299,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,LOPENH,161675,20.9410678,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,GOPENO,175716,5.5604039,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,LOPENO,162368,19.5522021,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,GOPENO,154925,27.1291039,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,GNT2O,159391,22.4081803,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,GOBCO,159602,22.2282247,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,TFWS,120586,50.8618056,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,GOPENH,121169,50.6004122,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,GSCH,164416,18.1477824,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,GNT2H,122496,49.6193645,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,GNT3H,122316,49.7949643,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,GOBCH,127834,46.3188381,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,LOPENH,100448,61.3261708,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,LSCH,116681,52.9935209,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,LNT2H,150896,29.6395567,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,GOPENO,117616,52.2046883,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,GSCO,169913,12.5620266,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,GOBCO,141051,37.6014199,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,LOPENO,101071,60.6237408,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,DEFOPENS,175936,5.1527915,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,TFWS,74871,73.1237323,Ahmednagar
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Artificial Intelligence and Data Science,EWS,174636,6.8368204,Ahmednagar
"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Computer Engineering,GOPENH,128158,46.2784017,Ahmednagar
"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Computer Engineering,GSTH,131249,43.9565943,Ahmednagar
"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Computer Engineering,GVJH,171655,10.4465918,Ahmednagar
